"","water_year","flow","wetlands","river","location"
"1382",1969,54974.723,"lindsay-walpolla-chowilla","murray","lock9"
"1383",1970,66016.298,"lindsay-walpolla-chowilla","murray","lock9"
"1384",1971,105067.727,"lindsay-walpolla-chowilla","murray","lock9"
"1385",1972,42047.951,"lindsay-walpolla-chowilla","murray","lock9"
"1386",1973,113542.662,"lindsay-walpolla-chowilla","murray","lock9"
"1387",1974,357874.503,"lindsay-walpolla-chowilla","murray","lock9"
"1388",1975,205023.96,"lindsay-walpolla-chowilla","murray","lock9"
"1389",1976,206104.423,"lindsay-walpolla-chowilla","murray","lock9"
"1390",1977,54727.955,"lindsay-walpolla-chowilla","murray","lock9"
"1391",1978,61831.563,"lindsay-walpolla-chowilla","murray","lock9"
"1392",1979,50773.157,"lindsay-walpolla-chowilla","murray","lock9"
"1393",1980,24116.901,"lindsay-walpolla-chowilla","murray","lock9"
"1394",1981,96790.471,"lindsay-walpolla-chowilla","murray","lock9"
"1395",1982,20412.91,"lindsay-walpolla-chowilla","murray","lock9"
"1396",1983,66672.853,"lindsay-walpolla-chowilla","murray","lock9"
"1397",1984,93542.825,"lindsay-walpolla-chowilla","murray","lock9"
"1398",1985,35160.179,"lindsay-walpolla-chowilla","murray","lock9"
"1399",1986,40499.06,"lindsay-walpolla-chowilla","murray","lock9"
"1400",1987,43563.727,"lindsay-walpolla-chowilla","murray","lock9"
"1401",1988,47467.432,"lindsay-walpolla-chowilla","murray","lock9"
"1402",1989,127842.556,"lindsay-walpolla-chowilla","murray","lock9"
"1403",1990,134988.632,"lindsay-walpolla-chowilla","murray","lock9"
"1404",1991,65512.654,"lindsay-walpolla-chowilla","murray","lock9"
"1405",1992,39532.614,"lindsay-walpolla-chowilla","murray","lock9"
"1406",1993,155140.671,"lindsay-walpolla-chowilla","murray","lock9"
"1407",1994,81594.113,"lindsay-walpolla-chowilla","murray","lock9"
"1408",1995,49701.908,"lindsay-walpolla-chowilla","murray","lock9"
"1409",1996,70924.721,"lindsay-walpolla-chowilla","murray","lock9"
"1410",1997,47430.174,"lindsay-walpolla-chowilla","murray","lock9"
"1411",1998,23692.924,"lindsay-walpolla-chowilla","murray","lock9"
"1412",1999,34893.033,"lindsay-walpolla-chowilla","murray","lock9"
"1413",2000,32992.585,"lindsay-walpolla-chowilla","murray","lock9"
"1414",2001,43529.835,"lindsay-walpolla-chowilla","murray","lock9"
"1415",2002,9671.56,"lindsay-walpolla-chowilla","murray","lock9"
"1416",2003,14040.267,"lindsay-walpolla-chowilla","murray","lock9"
"1417",2004,11768.907,"lindsay-walpolla-chowilla","murray","lock9"
"1418",2005,16614.739,"lindsay-walpolla-chowilla","murray","lock9"
"1419",2006,13917.202,"lindsay-walpolla-chowilla","murray","lock9"
"1420",2007,6536.78,"lindsay-walpolla-chowilla","murray","lock9"
"1421",2008,4242.446,"lindsay-walpolla-chowilla","murray","lock9"
"1422",2009,5868.201,"lindsay-walpolla-chowilla","murray","lock9"
"1423",2010,27108.093,"lindsay-walpolla-chowilla","murray","lock9"
"1424",2011,165633.242,"lindsay-walpolla-chowilla","murray","lock9"
"1425",2012,112050.2,"lindsay-walpolla-chowilla","murray","lock9"
"1426",2013,31267.415,"lindsay-walpolla-chowilla","murray","lock9"
"1427",2014,25721.163,"lindsay-walpolla-chowilla","murray","lock9"
"1428",2015,23419.202,"lindsay-walpolla-chowilla","murray","lock9"
"1429",2016,49285.53,"lindsay-walpolla-chowilla","murray","lock9"
"1430",2017,55319.399,"lindsay-walpolla-chowilla","murray","lock9"
"1431",2018,20578.452,"lindsay-walpolla-chowilla","murray","lock9"
"1432",2019,21997.176,"lindsay-walpolla-chowilla","murray","lock9"
"1433",2020,21317.676,"lindsay-walpolla-chowilla","murray","lock9"
"1434",2021,41424.546,"lindsay-walpolla-chowilla","murray","lock9"
"1435",2022,141684.706,"lindsay-walpolla-chowilla","murray","lock9"
"1436",2023,241160.934,"lindsay-walpolla-chowilla","murray","lock9"
"1437",2024,33410.21,"lindsay-walpolla-chowilla","murray","lock9"
"1438",2025,23713.613,"lindsay-walpolla-chowilla","murray","lock9"
"1439",2026,5003.522,"lindsay-walpolla-chowilla","murray","lock9"
"1440",1982,NA,"lowbidgee floodplain","murrumbidgee","hay"
"1441",1983,949.389,"lowbidgee floodplain","murrumbidgee","hay"
"1442",1984,1471.908,"lowbidgee floodplain","murrumbidgee","hay"
"1443",1985,894.838,"lowbidgee floodplain","murrumbidgee","hay"
"1444",1986,1084.358,"lowbidgee floodplain","murrumbidgee","hay"
"1445",1987,965.044,"lowbidgee floodplain","murrumbidgee","hay"
"1446",1988,1029.543,"lowbidgee floodplain","murrumbidgee","hay"
"1447",1989,1785.423,"lowbidgee floodplain","murrumbidgee","hay"
"1448",1990,1332.122,"lowbidgee floodplain","murrumbidgee","hay"
"1449",1991,1209.15,"lowbidgee floodplain","murrumbidgee","hay"
"1450",1992,1019.553,"lowbidgee floodplain","murrumbidgee","hay"
"1451",1993,1798.297,"lowbidgee floodplain","murrumbidgee","hay"
"1452",1994,869.042,"lowbidgee floodplain","murrumbidgee","hay"
"1453",1995,981.889,"lowbidgee floodplain","murrumbidgee","hay"
"1454",1996,1185.523,"lowbidgee floodplain","murrumbidgee","hay"
"1455",1997,769.583,"lowbidgee floodplain","murrumbidgee","hay"
"1456",1998,947.186,"lowbidgee floodplain","murrumbidgee","hay"
"1457",1999,814.5,"lowbidgee floodplain","murrumbidgee","hay"
"1458",2000,980.573,"lowbidgee floodplain","murrumbidgee","hay"
"1459",2001,798.018,"lowbidgee floodplain","murrumbidgee","hay"
"1460",2002,707.841,"lowbidgee floodplain","murrumbidgee","hay"
"1461",2003,639.388,"lowbidgee floodplain","murrumbidgee","hay"
"1462",2004,676.224,"lowbidgee floodplain","murrumbidgee","hay"
"1463",2005,677.202,"lowbidgee floodplain","murrumbidgee","hay"
"1464",2006,629.559,"lowbidgee floodplain","murrumbidgee","hay"
"1465",2007,585.578,"lowbidgee floodplain","murrumbidgee","hay"
"1466",2008,573.534,"lowbidgee floodplain","murrumbidgee","hay"
"1467",2009,628.532,"lowbidgee floodplain","murrumbidgee","hay"
"1468",2010,910.253,"lowbidgee floodplain","murrumbidgee","hay"
"1469",2011,1360.421,"lowbidgee floodplain","murrumbidgee","hay"
"1470",2012,1549.366,"lowbidgee floodplain","murrumbidgee","hay"
"1471",2013,842.574,"lowbidgee floodplain","murrumbidgee","hay"
"1472",2014,859.782,"lowbidgee floodplain","murrumbidgee","hay"
"1473",2015,895.349,"lowbidgee floodplain","murrumbidgee","hay"
"1474",2016,1417.264,"lowbidgee floodplain","murrumbidgee","hay"
"1475",2017,1030.68,"lowbidgee floodplain","murrumbidgee","hay"
"1476",2018,728.754,"lowbidgee floodplain","murrumbidgee","hay"
"1477",2019,687.506,"lowbidgee floodplain","murrumbidgee","hay"
"1478",2020,818.282,"lowbidgee floodplain","murrumbidgee","hay"
"1479",2021,1381.93,"lowbidgee floodplain","murrumbidgee","hay"
"1480",2022,2243.876,"lowbidgee floodplain","murrumbidgee","hay"
"1481",2023,1639.253,"lowbidgee floodplain","murrumbidgee","hay"
"1482",2024,980.227,"lowbidgee floodplain","murrumbidgee","hay"
"1483",2025,875.322,"lowbidgee floodplain","murrumbidgee","hay"
"1484",2026,115.166,"lowbidgee floodplain","murrumbidgee","hay"
"1485",1949,NA,"lower lakes","murray","lock1"
"1486",1949,NA,"coorong and murray mouth","murray","lock1"
"1487",1950,26764.424,"lower lakes","murray","lock1"
"1488",1950,26764.424,"coorong and murray mouth","murray","lock1"
"1489",1951,83092.974,"lower lakes","murray","lock1"
"1490",1951,83092.974,"coorong and murray mouth","murray","lock1"
"1491",1952,117943.719,"lower lakes","murray","lock1"
"1492",1952,117943.719,"coorong and murray mouth","murray","lock1"
"1493",1953,74352.148,"lower lakes","murray","lock1"
"1494",1953,74352.148,"coorong and murray mouth","murray","lock1"
"1495",1958,10593.886,"lower lakes","murray","lock1"
"1496",1958,10593.886,"coorong and murray mouth","murray","lock1"
"1497",1959,7970.534,"lower lakes","murray","lock1"
"1498",1959,7970.534,"coorong and murray mouth","murray","lock1"
"1499",1960,36786.565,"lower lakes","murray","lock1"
"1500",1960,36786.565,"coorong and murray mouth","murray","lock1"
"1501",1961,21218.437,"lower lakes","murray","lock1"
"1502",1961,21218.437,"coorong and murray mouth","murray","lock1"
"1503",1962,8324.158,"lower lakes","murray","lock1"
"1504",1962,8324.158,"coorong and murray mouth","murray","lock1"
"1505",1963,71740.345,"lower lakes","murray","lock1"
"1506",1963,71740.345,"coorong and murray mouth","murray","lock1"
"1507",1964,77028.141,"lower lakes","murray","lock1"
"1508",1964,77028.141,"coorong and murray mouth","murray","lock1"
"1509",1965,75890.74,"lower lakes","murray","lock1"
"1510",1965,75890.74,"coorong and murray mouth","murray","lock1"
"1511",1966,18912.506,"lower lakes","murray","lock1"
"1512",1966,18912.506,"coorong and murray mouth","murray","lock1"
"1513",1967,22145.533,"lower lakes","murray","lock1"
"1514",1967,22145.533,"coorong and murray mouth","murray","lock1"
"1515",1968,28741.604,"lower lakes","murray","lock1"
"1516",1968,28741.604,"coorong and murray mouth","murray","lock1"
"1517",1969,52726.018,"lower lakes","murray","lock1"
"1518",1969,52726.018,"coorong and murray mouth","murray","lock1"
"1519",1970,55948.507,"lower lakes","murray","lock1"
"1520",1970,55948.507,"coorong and murray mouth","murray","lock1"
"1521",1971,102763.993,"lower lakes","murray","lock1"
"1522",1971,102763.993,"coorong and murray mouth","murray","lock1"
"1523",1972,40153.731,"lower lakes","murray","lock1"
"1524",1972,40153.731,"coorong and murray mouth","murray","lock1"
"1525",1973,89978.402,"lower lakes","murray","lock1"
"1526",1973,89978.402,"coorong and murray mouth","murray","lock1"
"1527",1974,332426.522,"lower lakes","murray","lock1"
"1528",1974,332426.522,"coorong and murray mouth","murray","lock1"
"1529",1975,212082.184,"lower lakes","murray","lock1"
"1530",1975,212082.184,"coorong and murray mouth","murray","lock1"
"1531",1976,203930.335,"lower lakes","murray","lock1"
"1532",1976,203930.335,"coorong and murray mouth","murray","lock1"
"1533",1977,58920.467,"lower lakes","murray","lock1"
"1534",1977,58920.467,"coorong and murray mouth","murray","lock1"
"1535",1978,56144.616,"lower lakes","murray","lock1"
"1536",1978,56144.616,"coorong and murray mouth","murray","lock1"
"1537",1979,55771.992,"lower lakes","murray","lock1"
"1538",1979,55771.992,"coorong and murray mouth","murray","lock1"
"1539",1980,27190.212,"lower lakes","murray","lock1"
"1540",1980,27190.212,"coorong and murray mouth","murray","lock1"
"1541",1981,75962.609,"lower lakes","murray","lock1"
"1542",1981,75962.609,"coorong and murray mouth","murray","lock1"
"1543",1982,30315.742,"lower lakes","murray","lock1"
"1544",1982,30315.742,"coorong and murray mouth","murray","lock1"
"1545",1983,61702.164,"lower lakes","murray","lock1"
"1546",1983,61702.164,"coorong and murray mouth","murray","lock1"
"1547",1984,97680.512,"lower lakes","murray","lock1"
"1548",1984,97680.512,"coorong and murray mouth","murray","lock1"
"1549",1985,39768.464,"lower lakes","murray","lock1"
"1550",1985,39768.464,"coorong and murray mouth","murray","lock1"
